ticker,short,long,strategy_cagr,bh_cagr,edge,strategy_sharpe,bh_sharpe,sharpe_edge,strategy_max_drawdown,bh_max_drawdown,round_trip_trades,pct_days_in_market
FCX,20,100,0.22967229518549503,0.2962291366029508,-0.06655684141745577,0.7085844282157991,0.7168384590543819,-0.008254030838582782,-0.3215054361201593,-0.6060830116168151,8.5,56.20481927710843
FCX,20,150,0.08338196462980041,0.30334058986793155,-0.21995862523813114,0.3282208867440945,0.725221147277513,-0.39700026053341847,-0.579068682726896,-0.6060830116168149,11.5,60.62111801242236
FCX,20,200,0.09719846077618621,0.32522245738498,-0.2280239966087938,0.3637953383720141,0.7564526167520016,-0.3926572783799875,-0.5901251651928503,-0.6060830116168147,9.5,65.83333333333333
FCX,30,50,0.14089962497230046,0.24228301678956354,-0.10138339181726308,0.47720076106710546,0.6321111105374103,-0.15491034947030485,-0.6252162017223788,-0.6208551829978715,20.0,58.304093567251456
FCX,30,100,0.17913456179930254,0.2962291366029508,-0.11709457480364827,0.5852050822189339,0.7168384590543819,-0.13163337683544807,-0.40948562826531315,-0.6060830116168151,8.5,55.42168674698795
FCX,30,150,0.04511303663874111,0.30334058986793155,-0.25822755322919044,0.22807621350281734,0.725221147277513,-0.4971449337746956,-0.5406164774756405,-0.6060830116168149,9.5,59.56521739130435
FCX,30,200,0.07749421023657521,0.32522245738498,-0.2477282471484048,0.3159536729565539,0.7564526167520016,-0.4404989437954477,-0.5406164774756406,-0.6060830116168147,7.5,65.83333333333333
FCX,50,100,0.10361781283644467,0.2962291366029508,-0.19261132376650614,0.3826252089172444,0.7168384590543819,-0.33421325013713754,-0.5468566136608654,-0.6060830116168151,9.0,56.325301204819276
FCX,50,150,-0.0007846887461040453,0.30334058986793155,-0.3041252786140356,0.10440215215783631,0.725221147277513,-0.6208189951196766,-0.6175783150300155,-0.6060830116168149,7.5,56.33540372670808
FCX,50,200,-0.031548827812657554,0.32522245738498,-0.35677128519763757,0.03514860503190801,0.7564526167520016,-0.7213040117200936,-0.6175783150300156,-0.6060830116168147,7.5,65.0
AAPL,5,50,0.22289799045176628,0.3103685345042524,-0.08747054405248611,0.957128415826943,0.942519506659873,0.014608909167069917,-0.2481183125945406,-0.3336052559468626,26.0,65.2046783625731
AAPL,5,100,0.24604989995656057,0.3225789360240072,-0.07652903606744665,0.9676915671280562,0.9697717006443726,-0.002080133516316418,-0.21514571837177146,-0.33360525594686263,15.0,71.44578313253011
AAPL,5,150,0.19387416526219248,0.3188786049201515,-0.12500443965795904,0.7348080820300423,0.9560307808981662,-0.22122269886812385,-0.2781934390682507,-0.33360525594686313,17.0,74.09937888198758
AAPL,5,200,0.20673171438394755,0.28828752601410246,-0.0815558116301549,0.7561301447452102,0.8773990003222559,-0.1212688555770457,-0.3382780855263061,-0.33360525594686297,9.0,78.26923076923077
AAPL,10,50,0.2143698167783632,0.3103685345042524,-0.0959987177258892,0.9170779099602754,0.942519506659873,-0.02544159669959767,-0.2597753738308485,-0.3336052559468626,22.0,64.61988304093568
AAPL,10,100,0.18001283236996057,0.3225789360240072,-0.14256610365404665,0.7155076482383484,0.9697717006443726,-0.2542640524060241,-0.28136525147063274,-0.33360525594686263,12.0,70.96385542168674
AAPL,10,150,0.19482774048057316,0.3188786049201515,-0.12405086443957836,0.7308546113050528,0.9560307808981662,-0.22517616959311337,-0.29075176384596635,-0.33360525594686313,12.0,74.34782608695653
AAPL,10,200,0.24831569482394733,0.28828752601410246,-0.03997183119015513,0.880646039400288,0.8773990003222559,0.0032470390780320324,-0.31427271445909133,-0.33360525594686297,5.0,78.52564102564102
AAPL,20,50,0.1879707357618361,0.3103685345042524,-0.1223977987424163,0.781328885223193,0.942519506659873,-0.16119062143668006,-0.2836388706705585,-0.3336052559468626,18.0,65.02923976608187
AAPL,20,100,0.1912320835100454,0.3225789360240072,-0.13134685251396183,0.7258928331135687,0.9697717006443726,-0.2438788675308039,-0.3521834181437137,-0.33360525594686263,11.0,71.02409638554217
AAPL,20,150,0.18434687683035467,0.3188786049201515,-0.13453172808979685,0.6820841217951176,0.9560307808981662,-0.2739466591030486,-0.31427271445909116,-0.33360525594686313,8.0,74.78260869565217
